id,name,description,node_type,x,y,z,qx,qy,qz,qw,yaw
24,D11S,test,station,-190.3471832,60.60440674,0,0,0,-0.683711007,0.729752875,-86.26863857
25,D12S,test,station,-185.0778351,-3.256521225,0,0,0,-0.670540786,0.741872667,-84.21763331
26,D13S,test,station,-296.5957336,-91.29408264,0,0,0,-0.999137993,0.041512297,-175.2416739
27,D14S,test,station,-327.6259155,-93.96604156,0,0,0,-0.999387594,0.034991949,-175.9893993
28,D15S,test,station,-408.239502,79.27981567,0,0,0,-0.999420755,0.034031657,-176.0995062
29,D16S,test,station,-595.4192558,61.11057516,0,0,0,0.738683656,0.674052265,95.23880732
30,D17S,test,station,-329.3824768,148.5884094,0,0,0,-0.999158974,0.041004214,-175.2999455
31,D18S,test,station,-277.6007385,4.761870861,0,0,0,0.747792351,0.663932677,96.79900938
32,D19S,test,station,-280.7330322,41.65687561,0,0,0,0.739188276,0.673498844,95.32462995
33,D20S,test,station,-346.70401,56.75054169,0,0,0,0.738020439,0.674778357,95.1261185
34,D21S,test,station,-441.3852163,43.41882407,0,0,0,-0.681902104,0.73144345,-85.98491912
35,D22S,test,station,-499.7626643,44.21034581,0,0,0,-0.685579367,0.727997893,-86.56237626
36,D0301N,test,station,-46.44895172,174.3506775,0,0,0,0.047217065,0.998884652,5.412689582
37,D04A,test,station,-9.250069618,139.6334229,0,0,0,-0.681638685,0.731688939,-85.94365752
38,D05A,test,station,-70.57941139,111.3290557,0,0,0,-0.999261961,0.038412667,-175.5971494
39,D06A,test,station,-124.8289178,106.8821611,0,0,0,-0.998949169,0.045831837,-174.7462179
40,D0601N,test,station,-169.7788696,99.44789886,0,0,0,-0.999602043,0.02820913,-176.7670429
41,D07A,test,station,-7.468642235,75.48867035,0,0,0,-0.672940631,0.739696497,-84.58886368
42,D08A,test,station,-1.93028152,11.80293941,0,0,0,-0.668188821,0.743991733,-83.85486116
43,D0801N,test,station,-22.20582199,-16.79517746,0,0,0,-0.999105314,0.042291516,-175.1523034
44,D09A,test,station,-65.14937592,-16.57766342,0,0,0,-0.999175936,0.040588772,-175.3475913
45,D10A,test,station,-119.2720795,-20.96955681,0,0,0,-0.998951752,0.045775515,-174.7526787
46,D1001N,test,station,-167.1255646,-28.65904236,0,0,0,-0.998860569,0.047723828,-174.5291741
47,D11A,test,station,-194.1721039,60.15076447,0,0,0,-0.684734107,0.728792977,-86.42939952
48,D12A,test,station,-188.8972931,-3.592179775,0,0,0,-0.678402,0.734690905,-85.43779107
49,D1201N,test,station,-223.6332855,-80.24062347,0,0,0,-0.998948115,0.04585482,-174.7435815
50,D1401N,test,station,-338.4438477,-43.3931427,0,0,0,0.735565115,0.677454029,94.70997835
51,D1402N,test,station,-345.1366882,37.00048447,0,0,0,0.740407401,0.672158375,95.53226291
52,D1501N,test,station,-491.1383972,73.02693176,0,0,0,-0.999124118,0.041844922,-175.2035247
53,D1601N,test,station,-557.416748,72.70305634,0,0,0,0.032137561,0.999483455,3.683327441
54,D17A,test,station,-329.5690918,152.7172394,0,0,0,-0.99821259,0.059763075,-173.1475729
55,D18A,test,station,-273.7931519,4.693547249,0,0,0,0.739308576,0.673366787,95.34510024
56,D19A,test,station,-276.9655762,41.81489182,0,0,0,0.737317322,0.675546569,95.00678238
57,D1901N,test,station,-324.8078308,87.04704285,0,0,0,-0.999472731,0.032469381,-176.2786289
58,D2201N,test,station,-577.8773193,65.94400024,0,0,0,-0.999550027,0.029995724,-176.5622276
59,D2202N,test,station,-579.0172729,-59.17831802,0,0,0,-0.674877269,0.737929991,-84.88924033
60,D2203N,test,station,-574.9590454,-112.2962189,0,0,0,-0.674877269,0.737929991,-84.88924033
61,P0401N,test,station,-273.206543,-46.03031921,0,0,0,0.737250552,0.675619437,94.99545694
62,P0501N,test,station,-361.2113647,125.8203659,0,0,0,0.741238914,0.671241292,95.67411848
63,P0502N,test,station,-412.5950317,150.9276123,0,0,0,-0.999334213,0.036484658,-175.8182381
64,P0503N,test,station,-467.4311218,146.3517609,0,0,0,-0.999334213,0.036484658,-175.8182381
65,P0504N,test,station,-299.1639099,94.14928436,0,0,0,0.037644957,0.999291177,4.314813838
66,P0505N,test,station,-212.4976196,101.2537308,0,0,0,0.04678916,0.998904788,5.36360103
67,P0601N,test,station,-590.6154175,-7.062565327,0,0,0,0.736008878,0.676971884,94.78506771
68,J0910C,test,junction,-195.6611938,92.20555878,0,0,0,-0.682843013,0.730565137,-86.13241508
69,J0203C,test,junction,-361.5474243,159.0423279,0,0,0,-0.414578313,0.910013639,-48.98552731
70,J0305C,test,junction,-359.2664185,84.30021667,0,0,0,-0.996656111,0.081710445,-170.6262221
71,O02C,u-turn หน้า office 2,junction,-459.7183228,75.59844208,0,0,0,-0.999011039,0.04446283,-174.9032547
72,O01C,u-turn หน้า office 1,junction,-520.8445435,70.6365509,0,0,0,-0.998865217,0.047626454,-174.540345
73,D1112C,จุดแยก D11 D12,junction,-188.236908,35.67054367,0,0,0,-0.677480459,0.735540773,-85.29413908
74,D0506C,จุดแยก D05 D06,junction,-92.34674835,105.6716614,0,0,0,-0.999154319,0.041117464,-175.286957
75,D0910C,จุดแยก D09 D10,junction,-82.81361389,-21.77455139,0,0,0,-0.99945583,0.032985519,-176.2194522
76,D0407C,จุดแยก D04 D07,junction,-4.359672546,127.274353,0,0,0,-0.68385298,0.729619834,-86.29093429
77,D0708C,จุดแยก D07 D08,junction,-1.648468018,52.83623886,0,0,0,-0.68075365,0.732512436,-85.805128
78,D1819C,จุดแยก D18 D19,junction,-278.5679016,16.12014008,0,0,0,0.739005456,0.67369944,95.29352893
79,P07S,จุดเดียวกับ D18S,station,-277.6007385,4.761870861,0,0,0,0.747792351,0.663932677,96.79900938
80,P08S,จุดเดียวกับ D19S,station,-280.7330322,41.65687561,0,0,0,0.739188276,0.673498844,95.32462995
81,D0401N,จุดหัวโค้ง D04 -> D05,station,-35.21164703,110.4514236,0,0,0,-0.999148075,0.041268922,-175.2695865
82,D0117N,test,station,-260.8346863,167.4391174,0,0,0,-0.999681992,0.025217334,-177.11
